ukprn,name,application_type,start_date,status,rating,inspection_date,company_number,address,turnover,net_profit,operating_profit,financial_year,company_status,incorporation_date,latest_accounts,persons_with_significant_control
10081603,WESTGATE TRANSPORT TRAINING LIMITED,Supporting provider,30/05/2024,,,,06772886,,,,,,active,2008-12-15,,"[{'name': 'Carol Anne Horton', 'date_of_birth': '11/1964', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Skate Hut, Amber Way, Halesowen, B62 8AY, England'}]"
10058012,ACCIPIO LIMITED T/A AICURA,Main provider,13/03/2017,,,,,,,,,,,,,[]
10094277,ALTRAD EMPLOYMENT SERVICES LIMITED T/A Altrad Employment Services,Main provider,16/05/2024,,,,,,,,,,,,,[]
10055360,LYDIATE LEARNING TRUST T/A Lydiate Learning Trust (Academy Trust),Main provider,10/05/2024,,,,,,,,,,,,,[]
10056659,STAR GREENWICH EDUCATION,Main provider,02/11/2022,Not Currently Starting New Apprentices,Requires Improvement,12 February 2025,08234529,"16 Beresford Square, Woolwich, London, SE18 6AY",,,,,active,2012-10-01,,"[{'name': 'Shekhar Nath Sharma', 'date_of_birth': '5/1970', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': '16, Beresford Square, London, SE18 6AY, England'}]"
10004762,NORTHUMBERLAND COUNCIL,Main provider,13/03/2017,,,,,,,,,,,,,[]
10003956,LIVERPOOL HOPE UNIVERSITY,Main provider,05/02/2025,,,,,"Liverpool University, Hope Park, Liverpool, Liverpool, L16 9JD",,,,,,,,[]
10084402,TRANSPORT UK EAST MIDLANDS LIMITED T/A East Midlands Railway,Main provider,17/03/2020,,,,,,,,,,,,,[]
10039420,SHOOTERS HILL SIXTH FORM COLLEGE,Main provider,16/05/2024,,Good,23 January 2024,08270802,"Red Lion Lane, Shooters Hill, London, SE18 4LD",,,,,active,2012-10-26,,[]
10059468,ASPIRATIONS ACADEMIES TRUST T/A ASPIRATIONS ACADEMIES TRUST (Academy Trust),Main provider,08/07/2022,,,,,,,,,,,,,[]
10068195,FRANHEN CONSULTANCY LTD,Main provider,17/11/2022,Not Currently Starting New Apprentices,Inadequate,5 February 2025,11242230,"73 Francis Road, Edgbaston, Birmingham, B16 8SP",,,,,active,2018-03-08,,"[{'name': 'Jacob Agyei-Kyei', 'date_of_birth': '4/1981', 'country_of_residence': 'United Kingdom', 'nationality': 'Ghanaian', 'address': '73, Francis Road, Birmingham, B16 8SP, England'}]"
10004835,OAKLANDS COLLEGE,Main provider,19/04/2024,,Good,19 September 2023,,"Oaklands Campus, Hatfield Road, St Albans, Hertfordshire, AL4 0JA",,,,,,,,[]
10063578,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Main provider,30/04/2024,,Good,29 January 2025,,"Queens Hospital, Rom Valley Way, Romford, RM7 0AG",,,,,,,,[]
10059630,RIVER LEARNING TRUST T/A RIVER LEARNING TRUST (Academy Trust),Main provider,11/04/2024,,,,,,,,,,,,,[]
10005126,PLYMOUTH CITY COUNCIL T/A On Course South West,Main provider,05/04/2024,,,,,,,,,,,,,[]
10088722,CROSBY AVIATION TRAINING LIMITED,Main provider,11/04/2024,,,,10857028,"Cheviot Centre, 12 Padgepool Place, Wooler, NE71 6BL",,,,,active,2017-07-10,,"[{'name': 'Paul Richard Cadman', 'date_of_birth': '7/1963', 'country_of_residence': 'England', 'nationality': 'English', 'address': '2, Coalway Avenue, Wolverhampton, WV3 7LT, United Kingdom'}, {'name': 'Gemma Aiuto-Turner', 'date_of_birth': '2/1984', 'country_of_residence': 'England', 'nationality': 'British', 'address': '12, Tenter Hill, Wooler, NE71 6DQ, United Kingdom'}]"
10093162,HIPSTER GROUP LIMITED,Main provider,19/04/2024,,,,13434318,"2a Darwall Street, Walsall, WS1 1DA",,,,,active,2021-06-02,,"[{'name': 'Daniel Pyne', 'date_of_birth': '9/1999', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': '2a, Darwall Street, Walsall, WS1 1DA, United Kingdom'}]"
10094331,NIC SERVICES GROUP LIMITED,Employer provider,19/04/2024,,,,05073859,"Spencer House, Viaduct Road, Leeds, West Yorkshire, LS4 2AP",,,,,active,2004-03-15,,"[{'name': 'John David Spencer', 'date_of_birth': '11/1957', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Hoyland House, Forge Lane, Leeds, LS12 2HG, United Kingdom'}, {'name': 'Jacqueline Elsie Spencer', 'date_of_birth': '7/1938', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Hoyland House, Forge Lane, Leeds, LS12 2HG, United Kingdom'}]"
10032610,DR CHALLONER'S GRAMMAR SCHOOL,Main provider,05/04/2024,,Outstanding,5 November 2019,07451811,"Chesham Road, Amersham, Buckinghamshire, HP6 5HA",,,,,active,2010-11-25,,[]
10093987,OCTOPUS ENERGY GROUP LIMITED,Employer provider,11/04/2024,,,,09718624,"United Kingdom House, 180 Oxford Street, London, W1D 1NN",,,,,active,2015-08-05,,"[{'name': 'Octopus Energy Holdco Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '6th Floor, 33 Holborn, London, EC1N 2HT, England'}]"
10090016,MEDICARE EMS GROUP UK LIMITED T/A Medicare EMS Academy,Main provider,27/03/2024,,,,,,,,,,,,,[]
10093518,SMOKING GUN PR LIMITED,Supporting provider,27/03/2024,,,,07106145,,,,,,active,2009-12-16,,"[{'name': 'Richard Michael Guttridge', 'date_of_birth': '11/1976', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Third Floor, Rational House, Manchester, M3 3BN, United Kingdom'}, {'name': 'Vanessa Kate Guttridge', 'date_of_birth': '10/1977', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Third Floor, Rational House, Manchester, M3 3BN, United Kingdom'}]"
10042168,CLESHAR CONTRACT SERVICES LIMITED T/A Cleshar Contract Services Ltd,Employer provider,22/03/2024,,,,,,,,,,,,,[]
10088248,ACCXEL LIMITED,Main provider,23/10/2024,,,,,"Unit 1, Whimsey Industrial Estate, Whimsey, Cinderford, GL14 3JA",,,,,,,,[]
10062227,METROLINE LIMITED,Supporting provider,27/03/2024,,,,02826284,,,,,,active,1993-06-11,,"[{'name': 'Braddell Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Comfortdelgro House, 329 Edgware Road, London, NW2 6JP, England'}]"
10023866,TARMAC TRADING LIMITED,Main provider,06/09/2019,,Outstanding,1 August 2023,00453791,"National Skills and Safety Park, Nether Langwith, Mansfield, NG20 9JQ",,,,,active,1948-05-07,,"[{'name': 'Tarmac Holdings Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Ground Floor, T3 Trinity Park, Birmingham, B37 7ES, United Kingdom'}]"
10005515,ROCKLEY WATERSPORTS LIMITED,Supporting provider,27/03/2024,,,,03722559,,,,,,active,1999-02-23,,"[{'name': 'Nathaniel David Gordon', 'date_of_birth': '3/1998', 'country_of_residence': 'England', 'nationality': 'British', 'address': '6a Dover Road, Branksome Park, Dorset, BH13 6DZ'}, {'name': 'Philippa Woods', 'date_of_birth': '6/1972', 'country_of_residence': 'England', 'nationality': 'British', 'address': '6a Dover Road, Branksome Park, Dorset, BH13 6DZ'}, {'name': 'Peter Timothy Chesterfield Gordon', 'date_of_birth': '2/1963', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': '6a Dover Road, Branksome Park, Dorset, BH13 6DZ'}]"
10047807,ST EDMUND'S NURSERY SCHOOL & CHILDREN'S CENTRE,Main provider,21/03/2024,,,,,"Washington Street, Girlington, Bradford, West Yorkshire, BD8 9QW",,,,,,,,[]
10090531,VERTEX COMPANY UK 1 LIMITED T/A Vertex Professional Services,Main provider,15/03/2024,,,,,,,,,,,,,[]
10094574,WRITTLE COLLEGE LIMITED,Main provider,04/04/2024,,,,15198562,"Lordship Road, Writtle, Chelmsford, CM1 3RR",,,,,active,2023-10-09,,[]
10007148,THE UNIVERSITY OF HUDDERSFIELD T/A University of Huddersfield,Main provider,13/03/2017,,,,,,,,,,,,,[]
10001733,SUPPLY CHAIN ACADEMY LIMITED,Main provider,29/05/2020,,Good,6 June 2023,,"Upminster Court, 133 Hall Lane, Upminster, London, RM14 1AL",,,,,,,,[]
10027434,DEVON AND SOMERSET FIRE AND RESCUE AUTHORITY T/A Devon and Somerset Fire and Rescue Service,Supporting provider,07/08/2020,,,,,,,,,,,,,[]
10024318,TEACH FIRST,Main provider,21/03/2024,,,,04478840,"6 Mitre Passage, -, London, London, SE10 0ER",,,,,active,2002-07-05,,[]
10082828,COLLEGE OF LEGAL PRACTICE LIMITED,Main provider,13/03/2024,,,,11734212,"C/O Pinsen Mason Secretarial Limited, 1 Park Row, Leeds, LS1 5AB",,,,,active,2018-12-19,,[]
10005736,UNIFIED SEEVIC PALMER'S COLLEGE,Main provider,06/03/2024,,,,,,,,,,,,,[]
10091500,CASTLE & CO TRAINING LIMITED,Main provider,15/03/2024,,,,12260894,"Dickens House, Guithavon Street, Witham, Essex, CM8 1BJ",,,,,active,2019-10-14,,"[{'name': 'Apurva Vyas', 'date_of_birth': '7/1972', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Dickens House, Guithavon Street, Witham, CM8 1BJ, England'}]"
10058516,THE DENBIGH ALLIANCE T/A The Tommy Flowers SCITT,Main provider,16/06/2023,,,,,,,,,,,,,[]
10065824,VIA EAST MIDLANDS LIMITED,Main provider,01/07/2022,,,,09903246,"Bilsthorpe Highways Depot, Bilsthorpe Business Park, Eakring Road, Bilsthorpe, Nottinghamshire, NG22 8ST",,,,,active,2015-12-04,,"[{'name': 'Nottinghamshire County Council', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Nottinghamshire County Council, Loughborough Road, Nottingham, NG2 7QP, England'}]"
10067814,ROBINSON TRAINING SERVICES LIMITED T/A ROBINSON TRAINING SERVICES L.T.D,Supporting provider,29/02/2024,,,,,,,,,,,,,[]
10063327,THE CHIEF CONSTABLE OF WEST MIDLANDS,Employer provider,29/02/2024,,,,,"Tally Ho Training Centre, Pershore Road, Birmingham, B5 7RN",,,,,,,,[]
10093558,FEARLESS ADVENTURES ACADEMY LIMITED T/A Basecamp Skills,Main provider,15/02/2024,,,,,,,,,,,,,[]
10007806,UNIVERSITY OF SUSSEX,Main provider,03/11/2023,,,,,,,,,,,,,[]
10030025,EA TECHNOLOGY LIMITED,Main provider,06/03/2024,,,,02566313,"Capenhurst Technology Park, Capenhurst, Chester, CH1 6ES",,,,,active,1990-12-07,,[]
10091705,AMBUTECH PRE-HOSPITAL CARE LTD,Main provider,29/02/2024,,,,11880390,"Grafix House, 6 Boundary Road, Swinton, Manchester, M27 4EQ",,,,,active,2019-03-13,,"[{'name': 'Matthew Tyldesley', 'date_of_birth': '8/1990', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Grafix House, 6 Boundary Road, Manchester, M27 4EQ, England'}]"
10027873,TRAINING STRATEGIES LTD.,Main provider,13/03/2017,,,,06612810,,,,,,active,2008-06-05,,"[{'name': 'Garden State Property Management Ltd', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '116, Duke Street, Liverpool, L1 5JW, England'}]"
10011080,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Supporting provider,01/02/2024,,,,,,,,,,,,,[]
10034031,MONKS TRAINING SERVICES LIMITED,Main provider,28/02/2024,,,,07246064,"Avant Gardens, Wigan Road, Leyland, PR25 5XW",,,,,active,2010-05-06,,"[{'name': 'Prf Group Ltd', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '11, Neptune Court, Hallam Way, Blackpool, FY4 5LZ, England'}]"
10005998,THE TRAFFORD AND STOCKPORT COLLEGE GROUP,Main provider,13/03/2017,,Good,8 November 2022,,"Manchester Road, Altrincham, WA14 5PQ",,,,,,,,[]
10046679,KIWI & YUZU LTD,Main provider,13/03/2017,,Good,29 June 2022,09143451,"Burlington House, 23-25 Portland Terrace, Southampton, Hampshire, SO14 7ED",,,,,active,2014-07-23,,"[{'name': 'Johnathon David Hayward', 'date_of_birth': '2/1984', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Tagus House, 9 Ocean Way, Southampton, SO14 3TJ, United Kingdom'}, {'name': 'Michael Jeffrey Steel', 'date_of_birth': '10/1982', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Tagus House, 9 Ocean Way, Southampton, SO14 3TJ, United Kingdom'}]"
10006038,SOUTHPORT EDUCATION GROUP,Main provider,13/03/2017,,Requires Improvement,14 November 2023,,"Mornington Road, Southport, Merseyside, PR9 0TT",,,,,,,,[]
10055013,ABA PROCUREMENT LTD T/A ABA Procurement,Main provider,19/01/2024,,,,,,,,,,,,,[]
10043389,EXCELLENCE-SOLUTIONS LIMITED T/A The Trade Academy,Main provider,08/10/2020,,,,,,,,,,,,,[]
10003354,CHEYNES TRAINING LIMITED,Main provider,17/05/2017,,Good,25 January 2023,03369827,"2 London Road, Horndean, Waterlooville, PO8 0BZ",,,,,active,1997-05-13,,"[{'name': 'Cheynes Training Group Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '12 Ridleys, West Hoathly Road, West Sussex, RH19 4HW, England'}]"
10055764,OUTWARD BOUND CORPORATE LIMITED T/A The Outward Bound Trust,Supporting provider,20/12/2023,,,,,,,,,,,,,[]
10036805,LEARN 2 PRINT LIMITED T/A Learn 2 Print,Main provider,15/12/2023,,,,,,,,,,,,,[]
10065771,GLOBAL ATS LIMITED,Supporting provider,28/10/2022,,,,07596473,,,,,,active,2011-04-07,,"[{'name': 'Indra Sistemas S.A', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '35, Avenida De Bruselas, Madrid, Spain'}]"
10090631,FIRST TRENITALIA WEST COAST RAIL LIMITED,Supporting provider,20/12/2023,,,,10349442,,,,,,active,2016-08-27,,"[{'name': 'Trenitalia Uk Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Cutlers Court, 115 Houndsditch, London, EC3A 7BR, England'}, {'name': 'First Rail Holdings Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '8th Floor, The Point, London, W2 1AF, United Kingdom'}]"
10092052,C2C GROUP LIMITED,Main provider,07/12/2023,,,,11014319,"9 Warboys Close, BUNTINGFORD, Hertfordshire, SG9 9GA",,,,,active,2017-10-16,,"[{'name': 'Joanna Strahan', 'date_of_birth': '3/1984', 'country_of_residence': 'England', 'nationality': 'British', 'address': '42, High Street, Royston, SG8 9AG, England'}]"
10083485,COMMERCIAL DRIVER TRAINING LIMITED T/A National Driving Centre,Supporting provider,28/11/2023,,,,,,,,,,,,,[]
10018959,BRATHAY TRUST,Supporting provider,29/11/2023,,,,02814206,"Brathay Hall, Clappersgate, Ambleside, LA22 0HP",,,,,active,1993-04-30,,[]
10036398,J L D DRIVER TRAINING LIMITED,Supporting provider,29/11/2023,,,,06681666,,,,,,active,2008-08-27,,"[{'name': 'Lauren Sharman', 'date_of_birth': '8/2001', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': '10 Manor Park, Banbury, OX16 3TB, United Kingdom'}, {'name': 'Christopher Mark Sharman', 'date_of_birth': '3/1969', 'country_of_residence': 'England', 'nationality': 'British', 'address': '10 Manor Park, Banbury, OX16 3TB, England'}]"
10091554,BOSTON LGV TRAINING LIMITED,Supporting provider,28/11/2023,,,,04868475,,,,,,active,2003-08-15,,"[{'name': 'Lifft Group Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Peter Smyth Transport Training Yard, Brierley Park Close, Sutton-In-Ashfield, NG17 3FW, England'}]"
10092858,TRANSPENNINE TRAINS LIMITED,Supporting provider,28/11/2023,,,,12544930,,,,,,active,2020-04-02,,"[{'name': 'Dft Operator Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Waterloo General Office, 2nd Floor, London, SE1 8SW, United Kingdom'}]"
10086958,PARKER RYAN TRAINING LTD T/A PR TRAINING LTD,Supporting provider,28/11/2023,,,,,,,,,,,,,[]
10005071,PETER SMYTHE TRANSPORT TRAINING LIMITED,Supporting provider,28/11/2023,,,,03655495,,,,,,active,1998-10-23,,"[{'name': 'Giles Howard Allen', 'date_of_birth': '12/1986', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Plot J, Brierley Park Industrial Estate, Sutton-In-Ashfield, NG17 3FW, England'}, {'name': 'Lifft Group Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Peter Smythe Transport Training Limited, Brierley Park Industrial Estate, Sutton-In-Ashfield, NG17 3FW, England'}]"
10004511,NATIONAL FILM AND TELEVISION SCHOOL(THE) T/A The National Film and Television School,Main provider,03/11/2023,,,,,,,,,,,,,[]
10007928,SOUTH HAMPSHIRE COLLEGE GROUP,Main provider,13/03/2017,,,,,"Bishopsfield Road, Fareham, Hampshire, PO14 1NH",,,,,,,,[]
10046003,COLEGRAVE PRIMARY SCHOOL T/A School Centred Initial Teacher Training in East London Schools (SCITTELS),Main provider,03/11/2023,,,,,,,,,,,,,[]
10046146,ACADEMY TRAINING LTD,Main provider,27/08/2020,,Good,6 November 2024,09061717,"St Davids Court, Union Street, Wolverhampton, WV1 3JE",,,,,active,2014-05-29,,"[{'name': 'Anthony Alan Bromirski', 'date_of_birth': '5/1982', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'St Davids Court, Union Street, Wolverhampton, WV1 3JE, United Kingdom'}, {'name': 'Neil Hulme', 'date_of_birth': '10/1964', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'St Davids Court, Union Street, Wolverhampton, WV1 3JE, United Kingdom'}]"
10091927,ELECTRIC MAYONNAISE LTD,Main provider,17/11/2023,,,,11683802,"The Other House, 15-17 Harrington Gardens, South Kensington, London, SW7 4JJ",,,,,active,2018-11-19,,"[{'name': 'Ella De Beer', 'date_of_birth': '10/1979', 'country_of_residence': 'England', 'nationality': 'Dutch', 'address': 'The Townhouse, 114-116 Fore Street, Hertford, SG14 1AJ, England'}, {'name': 'Neil Stuart Gander', 'date_of_birth': '11/1974', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'The Townhouse, 114-116 Fore Street, Hertford, SG14 1AJ, England'}]"
10022673,THE CHARTERED INSTITUTE OF BUILDING,Main provider,03/11/2023,,,,,"The Chartered Institute of Building, 3 Arlington Square, Downshire Way, Bracknell, Reading, RG12 1WA",,,,,,,,[]
10008243,FREIGHT TRANSPORT ASSOCIATION LIMITED T/A Logistics UK,Main provider,13/10/2023,,,,,,,,,,,,,[]
10089621,CAVITY DENTAL TRAINING LIMITED T/A Cavity Training,Main provider,06/10/2023,,,,,,,,,,,,,[]
10092569,NATIONAL UPSKILL LIMITED T/A National Upskill,Main provider,29/09/2023,,,,,,,,,,,,,[]
10063259,BLUELIGHTSDIGITAL LTD T/A Blue Lights Digital,Main provider,03/11/2023,,,,,,,,,,,,,[]
10056024,CANINE GROOM SCHOOL LTD,Main provider,29/09/2023,,,,07589744,"Howgill Farm, Howgill Lane, Rimington, Clitheroe, BB7 4EF",,,,,active,2011-04-04,,"[{'name': 'Poppy Maney', 'date_of_birth': '5/1988', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Howgill Farm, Howgill Lane, Clitheroe, BB7 4EF, England'}, {'name': 'Steven Maney', 'date_of_birth': '2/1976', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Howgill Farm, Howgill Lane, Clitheroe, BB7 4EF, United Kingdom'}]"
10092406,GAME-ON COACHING LIMITED T/A The Marketing Trainer,Main provider,15/09/2023,,,,,,,,,,,,,[]
10092745,IOEX LTD,Main provider,20/09/2023,,,,01335229,"Export House, Lynch Wood, Minerva Business Park, Peterborough, PE2 6FT",,,,,active,1977-10-24,,"[{'name': 'The Chartered Institute Of Export And International Trade', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Export House, Minerva Business Park, Peterborough, PE2 6FT, England'}]"
10047966,LEARNING AND DEVELOPMENT BUREAU LTD,Main provider,17/05/2017,Not Currently Starting New Apprentices,Requires Improvement,30 July 2024,09281141,"5 New Road Avenue, Chatham, ME4 6AR",,,,,active,2014-10-27,,"[{'name': 'Joseph Obe', 'date_of_birth': '5/1976', 'country_of_residence': 'England', 'nationality': 'British', 'address': '5, New Road Avenue, Chatham, ME4 6AR, England'}]"
10088850,THE S&A TRANSFORM GROUP LIMITED,Main provider,28/01/2022,,Good,10 September 2024,07244880,"6th Floor, 2 London Wall Place, London, EC2Y 5AU",,,,,active,2010-05-06,,"[{'name': 'Moorfield Holdings Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '6th Floor, 2 London Wall Place, London, EC2Y 5AU, United Kingdom'}]"
10082469,MADE TECH LIMITED,Main provider,15/09/2023,,,,06591591,"4 O'Meara Street, London, SE1 1TE",,,,,active,2008-05-13,,"[{'name': 'Made Tech Group Plc', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': ""4, O'Meara Street, London, SE1 1TE, England""}]"
10028607,KLM UK ENGINEERING LIMITED,Main provider,15/09/2023,,,,02513110,"International Aviation Academy, 5 Anson Road, Norwich, Norfolk, NR6 6ED",,,,,active,1990-06-18,,"[{'name': 'Klm Royal Dutch Airlines N.V.', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Klm Headquarters, Amsterdamseweg 55, Amstelveen, Netherlands'}]"
10003645,KING'S COLLEGE LONDON,Main provider,07/09/2023,,,,RC000297,"Room 1/1, Waterloo Bridge Wing, Franklin Wilkins Building, 2 Stamford Street, London, Greater London, SE1 9NH",,,,,active,,,[]
